WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
otolith	1	6	The otolith collection , dating to the 1960s , had been sitting in an old Sand Point hangar belonging to the National Oceanic and Atmospheric Administration -LRB- NOAA -RRB- .	1
unaccompanied	1	8	The surge in unaccompanied minors shocked the nation as arrivals reached record levels .	3
loan	0	0	`` These will be part of the list of ` I 've got to see this , ' '' predicted Lonnie Bunch , the museum 's founding director , who was in South Africa for a formal announcement Monday of the long-term loan of the objects from the Iziko Museums .	42
starting	0	0	And while animals do occasionally wander outside of their ranges , scientists are starting to believe that the recent flurry of movements between the Atlantic and Pacific ocean basins are early evidence of yet another consequence of climate change .	13
anything	0	0	The I am Elemental line of female action figures features a character named Industry who can `` repair anything that is broken . ''	18
ago	0	0	Eons ago , while flinging leftover debris from planetary formation out of our solar system , Jupiter probably also tossed some down toward our primordial globe , delivering some of the water that now fills our oceans .	1
rigid	1	6	WASHINGTON -- Ahmed Abdulateef 's gift for music made him a target in his hometown of Baghdad , where his father smashed his guitar and militants held a gun to his head for daring to follow a passion that has no place in their rigid brand of Islam .	44
advantageous	0	0	The second , advantageous inequity , happens when one receives more than a peer .	3
sparking	1	5	She reclined her seat -- smacking Fine 's head and sparking an emotional explosion .	10
system	0	0	Scientists launched the mission to better study the makings of comets , which they believe date back to the earliest days of the solar system , in hopes of learning more about their history .	24
Theatre	0	0	Misty Copeland made history on Tuesday when she was promoted to principal dancer of the prestigious American Ballet Theatre -LRB- ABT -RRB- , becoming the first African-American ballerina to reach the elite dance company 's top rank .	18
services	0	0	If the city 's plan succeeds , the homeless will head to shelters where they can connect with social services .	19
dwells	1	3	The organism responsible , Naegleria fowleri , dwells in warm freshwater lakes and rivers and usually targets children and young adults .	7
unfavorable	1	8	By 52 percent to 46 percent , people had an unfavorable impression of him , the first time since November 2011 the negative number was higher .	10
fact	0	0	How about a Lottie astronomer doll complete with a telescope , tripod and fact sheet about notable women stargazers , or a fossil hunter armed with a magnifying glass , geology hammer and ammonite fossils ?	13
cheers	0	0	The chants echoed against distant cheers of support from Islamists who held rival rallies in what has become a dangerously polarized nation .	5
warming	0	0	Climate change is n't just about warming temperatures and rising sea levels .	6
bank	0	0	Five years after U.S. investment bank Lehman Brothers collapsed , triggering a global financial crisis and shattering confidence worldwide , families in countries as varied as the United States , Japan , the United Kingdom and Germany remain hunkered down , too spooked and distrustful to take chances with their money .	5
acquittals	1	5	ISLAMABAD -- Pakistani officials kept secret the acquittals of eight men accused of involvement in the October 2012 shooting of Nobel Peace Prize laureate Malala Yousafzai .	7
screen	0	0	It expands the academy 's longstanding recommendations on banning televisions from children 's and teens ' bedrooms and limiting entertainment screen time to no more than two hours daily .	20
joining	0	0	More than 50,000 Iraqis have left the country over the past three months , according to the United Nations , joining the hundreds of thousands making the perilous journey across the Mediterranean .	20
enabling	1	4	They 're arguing that as sea ice continues to melt in the Arctic , passageways are opening for certain animals - heretofore restricted by the ice - to start moving through , enabling them to cross into new territories .	32
multitude	1	7	They 're now embarking on a new series of tests in California 's Central Valley , aimed at working out the answers to a multitude of technical questions that must be resolved to make the project work .	24
commercialization	1	9	`` There has been an increased commercialization of the teeth , and that 's a little troubling , '' said study coauthor Scott Baker , associate director of the Marine Mammal Institute at Oregon State University .	6
feast	1	3	But unlike the other whales , the 25-foot-long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .	22
guarantee	1	4	One parent objected to the uniforms and eventually sued , contending they violated the First Amendment 's guarantee of free speech .	17
kind	0	0	Proponents of the requirement argued that American children were falling behind in financial literacy and that the increasingly complex world of consumer banking demanded a new kind of education .	26
biomass	1	9	Their results show that in the 20th century humans reduced the biomass of predatory fish by more than two-thirds and that most of this alarming decline has occurred since the 1970s .	11
blockade	1	9	Shippers fear the blockade could prove costly if passages are n't opened fast enough .	3
levels	0	0	He and other scientists at rural , high-altitude sites across the western U.S. have been documenting rising levels of ozone , which can trigger asthma attacks , worsen heart and lung disease and lead to premature deaths , even as emissions have plummeted nationwide over the last few decades .	17
turbines	1	6	Already perceived as ugly and saddled with being a symbol of death and decay in many cultures , their numbers are dropping because of poaching , poisonings and collisions with electricity pylons and wind turbines .	34
exceedingly	1	5	Although deadly , infections are exceedingly uncommon -- there were only 34 reported in the United States during the past 10 years -- but evidence suggests they may be increasing .	5
older	0	0	In Greco-Roman mythology Jupiter is the king of the gods , a deity who destroyed an older race of titans to become the jealous and vengeful lord of heaven and Earth .	16
living	0	0	Ongoing excavation of a collapsed rock shelter that was used by Neanderthals suggests that our extinct human relatives organized their living spaces according to tasks , researchers say .	20
capture	1	5	It will also be a wink to his craft , the one he uses to capture this city , his `` beautiful ghetto , '' in powerful black-and-white photos that have made him a surprise media sensation .	15
magazine	0	0	`` I just cried , '' Allen recalls of the moment when he saw his image framed in red on the front of the magazine .	24
forecast	1	6	`` This year is a whole new level of crazy , '' said Ara Azhderian of the San Joaquin &amp; Delta-Mendota Water Authority , representing many farmers who are forecast to get zero water this year .	29
smaller	0	0	RALEIGH , N.C. -- Before the Rev. Martin Luther King Jr. delivered his famous `` I Have a Dream '' speech to hundreds of thousands of people gathered in Washington , D.C. , in 1963 , he fine-tuned his civil rights message before a much smaller audience in North Carolina .	45
encouragement	1	8	Then came simple encouragement from senior Sierra McKenzie .	3
first-round	0	0	The Patriots also were fined $ 1 million -- equaling the largest in league history -- and stripped of their first-round draft pick next year and a fourth-round selection in 2017 .	20
deer	0	0	Their dams raise water tables , nourishing shrubbery alongside streams that stabilize eroding banks , and add habitat for birds and deer .	21
smartphone	1	6	Disney World recently started allowing online preordering for its Be Our Guest restaurant , and this month it tested smartphone ordering at the Backlot Express restaurant and during the Fantasmic !	19
savings	0	0	One school science fair victory , a few national accolades , $ 35,000 of his parents ' savings and a visit to the White House later , Shubham today is the founder of Palo Alto startup Braigo Labs , which aims to become the first purveyor of low-cost , compact Braille printers .	17
belting	1	8	WASHINGTON -- Whether belting out lyrics to Al Green 's `` Let 's Stay Together , '' leading a mournful congregation through `` Amazing Grace , '' or tweeting his Spotify music playlist that includes Stevie Wonder and Nina Simone , President Barack Obama has shown that he 's a pretty soulful guy .	3
rushing	0	0	The debut was quieter than intended because it was overshadowed by the Great War that had just erupted in Europe , where 16 million men under arms were rushing into the fight , and thousands of soldiers had already died in early battles in Belgium and France .	28
handful	0	0	Computer-animated films are big business : In most years , a handful rank among the top 10 U.S. box-office hits .	11
downed	1	3	The plane maker issued a statement Saturday afternoon , saying it `` extends its concern for the safety '' of those aboard the downed aircraft .	23
reinforcing	1	8	CHICAGO -- For years a general complaint about dolls has been that they send the wrong messages to children , whether it 's promoting an unrealistic body image or reinforcing stereotypes about girly interests .	29
injuries	0	0	Pedestrian injuries due to cellphone use are up 35 percent since 2010 , according to federal emergency room data reviewed by Stateline , and some researchers blame at least 10 percent of the 78,000 pedestrian injuries in the United States in 2012 on mobile device distraction .	1
exclusive	1	7	The high seas -- the vast roiling ocean that reaches beyond a coastal state 's 320-kilometer exclusive economic zone , or EEZ -- is Earth 's largest biosphere .	16
blockbuster	1	8	The growth is being fueled by increasing popularity of collectibles , toys based on Hollywood blockbuster films and better technology that allows toys to do things like talk back to children .	15
fulfill	1	7	She said the money will help build more than a dozen schools , rehabilitate hundreds of facilities and provide training and scholarships to help Pakistani girls `` fulfill their promise '' to become the next generation of doctors , teachers and entrepreneurs .	27
Turns	0	0	Turns out he did n't need healthy shoulders or knees for a college athletic scholarship .	0
city	0	0	It will also be a wink to his craft , the one he uses to capture this city , his `` beautiful ghetto , '' in powerful black-and-white photos that have made him a surprise media sensation .	17
companion	0	0	And as the number of `` buddy '' or `` inclusion companion '' sporting opportunities continues to proliferate across the country , advocates for children with special needs say young people today are growing up with a better understanding and openness toward people with disabilities than the generations before them .	11
Computer-animated	0	0	Computer-animated films are big business : In most years , a handful rank among the top 10 U.S. box-office hits .	0
problematic	1	8	The panel also found problematic a uniform exemption for students who wore the attire of national youth organizations like the Boy Scouts or Girl Scouts on meeting days .	4
kickoff	1	3	The awkward kickoff for a series of official meetings in Beijing followed Biden 's speech earlier Wednesday urging young Chinese citizens to challenge orthodoxy and the status quo .	2
dark-brown-skinned	1	3	But when Brumfield , the director of a project empowering young girls , passed around a photograph of Lupita Nyong ` o , the dark-brown-skinned actress who sports an extra-short natural , the girls were silent for a moment .	24
proposal	1	7	White House advisers declined to say how much the proposal would cost or how the administration planned to pay for it , but experts said such a venture could cost the federal government tens of billions of dollars .	9
frog	0	0	They also help the endangered California red-legged frog .	7
funding	1	3	And on Tuesday , Intel Capital , the company 's global investment arm , will announce it has invested in the teenager 's company , making Shubham the world 's youngest tech entrepreneur to receive venture capital funding .	37
jury	0	0	The 9th Circuit said the case would have to be retried because an obviously gay juror was unjustifiably excluded from the jury .	21
depressions	1	9	The National Park Service announced this week that Mount Baldy will remain closed indefinitely due to the discovery of two new holes and a number of depressions on the north side slope , though the rest of the Indiana Dunes National Lakeshore will be open .	26
dexterity	1	9	Emergency-response robots have long suffered from having a range of mobility and dexterity comparable to a 1-year-old child and a level of autonomy generally limited to completing a single task at a time .	12
lord	0	0	As the largest , heaviest object orbiting our sun , Jupiter 's namesake world is the lord of planets , a dominant force in the solar system .	16
petition	1	4	So they started an online petition that got 2,788 signatures .	5
proficiently	1	9	WASHINGTON -- Slightly more fourth-graders nationwide are reading proficiently compared with a decade ago , but only a third of them are now reading well , according to a new report .	8
battling	1	7	FLAGSTAFF , Ariz. -- Nineteen firefighters died Sunday while battling a fast-moving wildfire northwest of Phoenix , the worst firefighter loss of life in a wildland blaze since 1933 .	9
views	0	0	`` We stand together in condemning Mr. Sterling 's views , '' Silver said .	9
many	0	0	Virginia was one of many states that moved to offer more personal-finance courses on the heels of the Great Recession , hoping to instill practical money-management skills to help the next generation avoid the pitfalls that many of their parents experienced .	4
buttons	0	0	`` I was raised on how to sell myself , which buttons to press , which phrases to drop , '' she added , until one day `` everything just shattered . ''	11
imposes	1	5	Attorney General Eric Holder said the North Carolina law imposes several `` troubling new restrictions '' on voters including reducing early voting days , eliminating same-day registration during the early-voting period and imposing a restrictive photo-identification requirement for in-person voting .	9
autonomy	1	8	Emergency-response robots have long suffered from having a range of mobility and dexterity comparable to a 1-year-old child and a level of autonomy generally limited to completing a single task at a time .	22
stronger	0	0	Has she heard that grizzlies -- a larger , stronger and more dangerous cousin of black bears -- might be transplanted to California where they have n't been seen for nine decades ?	9
home-cooked	0	0	Addressing a health summit in Washington , the first lady said home-cooked meals have less fat , sodium , cholesterol and calories than meals prepared in restaurants -- and save money , too .	11
injured	0	0	Violence broke out in more than 10 cities late Thursday and early Friday , and an 18-year-old man was killed and three people injured when they were hit by a car trying to drive around a protester-erected barricade in Ribeirao Preto , 185 miles north of Sao Paolo .	23
according	0	0	There are now 17 states that require high school students to take personal-finance courses , according to the Council on Economic Education .	15
panels	0	0	Soon it shot into the sky , soaring thousands of feet with a payload of sophisticated radio gear , processors and solar panels .	22
wake	0	0	`` The highest rank in a democracy is citizen , not Senate president , so soon along with many of you , I will hold that rank and there 's nothing citizens ca n't accomplish when they put their minds to accomplishing it , '' Morse told disconsolate supporters at a party that turned into a political wake .	57
returning	0	0	The city of 8.3 million people got its first test last week when a doctor who had been treating Ebola patients in the West African nation of Guinea tested positive for the virus after returning to New York and coming down with a fever of 100.3 .	34
need	0	0	`` If I come across someone in need , I 'm not going to just leave them there , '' said Milinovitch , who has lived in Arivaca since 1980 .	7
outcomes	1	4	Eating them is associated with all sorts of beneficial health outcomes .	10
labels	0	0	Techniques ranging from whole genome sequencing to the ability to create artificial DNA labels that indicate points of origin are surprisingly affordable now , and have led to novel global collaborations and inventions .	13
follow	0	0	WASHINGTON -- Ahmed Abdulateef 's gift for music made him a target in his hometown of Baghdad , where his father smashed his guitar and militants held a gun to his head for daring to follow a passion that has no place in their rigid brand of Islam .	35
plants	0	0	In about a week , winds carry ozone formed by emissions from cars , factories and power plants in Asia to the U.S. West Coast , where it can add to locally generated pollution , worsening smog in cities such as Bakersfield , Fresno and Los Angeles .	17
Dropped	0	0	`` Dropped another prospect this AM due to his social media presence ... Actually glad I got to see the ` real ' person before we offered him , '' Hand tweeted .	1
selling	0	0	The majority of that is due to consumers -LRB- both families and food businesses -RRB- , who buy fresh and frozen fish , but never end up eating it or selling it .	30
released	0	0	In the months after the outrage stirred by the deaths of Brown and another unarmed African-American , Eric Garner , in New York , singer D'Angelo released his first album in more than a decade , `` Black Messiah , '' which included references both glancing and startlingly direct to the chain of events between Selma and Ferguson .	26
performance	1	6	Team members brush it off , like they do their nerves right before a performance .	14
oversight	1	6	Pierson , a 30-year Secret Service veteran , was named director only 18 months ago after a prostitution scandal and other problems suggested poor discipline and inadequate oversight in the supposedly elite force responsible for protecting the president , his family and visiting foreign leaders .	27
phones	0	0	They are distracted walkers who , while calling or texting on mobile phones , have suffered cuts and bruises , sustained serious head injuries or even been killed .	12
forget	0	0	WASHINGTON -- Chris Carroll wo n't forget the first time he saw someone hack into an insulin pump and make it deliver a lethal dose .	6
nail	0	0	But Dungan , then 13 , was shy and preferred nail polish and Disney princesses to running bases and wearing a batting helmet .	10
opponents	1	6	`` I love droppin ' 'em , '' she says about opponents .	11
requested	1	7	She worked so hard to try to give me everything , and I could never do anything for her , '' said Rocky , who requested that only his English name be used because he 's embarrassed by his poverty .	25
Coach	0	0	Coach Steve Mask warns players not to post about injuries , which can scare away recruiters .	0
microorganisms	1	8	Each year foodborne illnesses caused by these microorganisms sicken 48 million Americans , hospitalize 128,000 and kill 3,000 , according to the agency .	7
tastes	0	0	It means being able to read the different tastes of buyers from Hong Kong versus those from mainland China , and to explain the nuances of Irvine versus Tustin to people who have never set foot in the United States .	8
Grace	0	0	WASHINGTON -- Whether belting out lyrics to Al Green 's `` Let 's Stay Together , '' leading a mournful congregation through `` Amazing Grace , '' or tweeting his Spotify music playlist that includes Stevie Wonder and Nina Simone , President Barack Obama has shown that he 's a pretty soulful guy .	24
seekers	1	4	Other cities , including Des Moines , Iowa ; Montville , New Jersey ; Lincoln , Nebraska ; and Columbia City , Indiana , have taken less drastic measures , banning sledding only on the most dangerous hills , requiring helmets , outlawing jumping ramps and thin sledding sheets or posting sternly worded warning signs that inform thrill seekers that they are sledding at their own risk .	58
sued	0	0	In August , it sued to block a 2011 Texas voter-identification measure .	4
photographs	0	0	RIYADH -- - Saudi women 's rights activists posted online photographs and video clips of themselves defying a ban on female driving on Thursday , two days after members of the influential Shoura Council called for an end to the prohibition .	10
email	0	0	`` As we have indicated earlier , another lawsuit of this type is not unexpected , '' NHL Deputy Commissioner Bill Daly said in an email to The Associated Press .	25
somber	1	5	Emerging from a private meeting with President Xi Jinping that went considerably longer than scheduled , Biden appeared somber and subdued .	18
flew	0	0	Owl catcher Hussein Mduduzi , jumping from roof strut to roof strut , managed to catch two owlets , but the eight grown owls flew off .	24
fence	0	0	On the chain-link fence that surrounds the courts , spray paint marks the goals .	3
precious	1	5	So precious was that newfound freedom that on Nov. 24 he applied for asylum in the United States , joining a surge of Iraqis seeking asylum since the extremist Islamic State group 's rise .	1
motto	1	3	SAN FRANCISCO -- A public elementary school decided in 2011 to require students to wear a uniform with the school 's motto , `` Tomorrow 's Leaders , '' emblazoned in small letters on the shirts around a gopher , the campus mascot .	21
shallow	0	0	After beavers move to a new area , at night , they drag a tree across a shallow stream to start a dam .	17
paracord	1	9	With more than $ 40,000 in sales in three years , Grayson is looking to expand and hire people to make his paracord products .	22
objects	0	0	LEXINGTON , Ky. -- Before he even started school , Jason Borders tended to collect objects such as animal bones that he found while exploring his neighborhood near Ashland , the Henry Clay Estate in Lexington , Ky. .	15
titled	0	0	In a section titled `` Patterns of Immigration , '' a speech bubble pointing to the continent of Africa read : `` The Atlantic Slave Trade between the 1500s and 1800s brought millions of workers from Africa to the southern United States to work on agricultural plantations . ''	3
gang	0	0	`` The entire gang involved in the murder attempt ... has been busted , '' Bajwa said , adding that the `` terrorists '' were part of Tehrik-e-Taliban , an umbrella group encompassing militant organizations across the tribal areas .	3
League	0	0	One piece of that market , e-sport multiplayer video-gaming competitions , is expected to bring in $ 612 million this year for games such as Dota 2 and League of Legends .	28
Taking	0	0	Taking on the challenge , a team of software and biomedical engineers , neuroscientists , surgeons and prosthetists has designed a prosthetic limb that can reproduce a full repertoire of ambulatory tricks by communicating seamlessly with Vawter 's brain .	0
hunting	0	0	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	56
scientific	0	0	If the agency decides to proceed with reintroducing grizzlies , the next step will be a lengthy process that includes scientific reviews and public hearings that could take years .	20
initiatives	1	3	`` It 's growing in the last 10 years within the native communities in the United States , '' said Susen Fagrelius , coordinator of Little Earth 's community health initiatives .	30
tatty	1	5	The youngsters , their baby fluff half replaced by feathers , looked tatty and nervous .	12
secondary	1	6	And when it comes to the Civil War , children are supposed to learn that the conflict was caused by `` sectionalism , states ' rights and slavery '' -- written deliberately in that order to telegraph slavery 's secondary role in driving the conflict , according to some members of the State Board of Education .	39
websites	0	0	NEW YORK -- As the Girl Scouts ' membership continues a sharp decline , its leaders are betting on technology to reverse the trend , including a major expansion of its year-old program enabling Girl Scout cookies to be sold via mobile apps and the girls ' personalized websites .	48
bottom	0	0	Results from the 2012 Program of International Student Assessment showed that U.S. teenagers were in the bottom half for financial literacy among the 18 countries that participated , ahead of France and Spain , but below Latvia , Russia and China .	16
solar	0	0	Scientists launched the mission to better study the makings of comets , which they believe date back to the earliest days of the solar system , in hopes of learning more about their history .	23
water	0	0	Less ice means more open water to generate large waves -- creating a feedback loop that could doom the ice cap .	5
uncertainty	1	6	Buhari , 72 , will assume power in Africa 's richest nation at a time of crippling uncertainty -- as public revenue shrinks because of the falling price of oil and the Boko Haram insurgency threatens the country 's northeast .	17
hurling	1	4	The state news agency said about 500 young men hurling stones and Molotov cocktails set ablaze the headquarters of Morsi 's Muslim Brotherhood party in Cairo .	9
benches	0	0	Losers retreat to wooden benches , ceding to the next challenger .	4
sexy	0	0	Vultures are overshadowed by threatened `` sexy , charismatic species '' like the lion , rhinoceros and elephant , said Masumi Gudka , Kenya-based vulture conservation manager for BirdLife International , a group with branches in 120 countries .	6
profound	1	5	It 's not a major cause of these troubles , but `` many parents are clueless '' about the profound impact media exposure can have on their children , said Dr. Victor Strasburger , lead author of the new American Academy of Pediatrics policy .	19
safe	0	0	Even a minute miscalculation in its speed could have meant missing a safe landing , scientists had no control of steering the probe once it separated , and the operation relied on flawless communication between the two spacecraft , only one of which could send signals to Earth .	12
nutrition	1	3	In its most basic terms , the ballot measures pit coalitions of foodies , organic farmers and nutrition activists against many of the nation 's leading manufacturers including the biotechnology company Monsanto , Kraft Foods and Coca-Cola .	17
brisk	1	7	The increase factors in brisk sales during the final quarter of this year , when sales are expected to rise 5 percent to $ 9.6 billion , a stronger pace than last year 's 3.6 percent gain .	4
black	0	0	For more than a decade , increasing numbers of black women have been wearing their natural hair in Afros , braids , locks and twists .	9
Street	0	0	One message read : `` Wednesday , Zulu people are coming to town starting from Market -LRB- Street -RRB- their mission is to kill every foreigner on the road please pass this to all your contacts in case they come people should be on alert . ''	17
ancestral	1	7	So , too , is a movement among Native Americans across the nation to improve their health by rediscovering ancestral foods and connections to lands once lost .	19
toppling	1	7	NEW YORK -- A New York City commuter train rounding a riverside curve derailed Sunday , killing four people and injuring more than 60 in a crash that threw passengers from the toppling cars and left a snaking chain of twisted wreckage just inches from the water .	32
shunned	1	8	For the players , basketball is not merely a sport but an act of defiance in a country where female access to exercise is outright shunned by ultraconservatives ; physical education is still not on the curriculum for girls in Saudi public schools .	25
blacks	0	0	Democrats assert that the laws are intended to make it harder for blacks and other voters who are likely to vote for Democratic candidates to cast their ballots .	12
restructured	1	7	The 1953 agreement , in which Greece and about 20 other countries effectively wrote off a large chunk of Germany 's loans and restructured the rest , is a landmark case that shows how effective debt relief can be .	23
plays	0	0	So Yan , a widow since her husband 's death nearly a decade ago , spends every weekday at a modest community center near her home , where she plays mahjong and eats meals prepared by a volunteer staff .	29
authenticity	1	8	Despite rising concerns about food safety and authenticity , contamination rates by salmonella , campylobacter , Escherichia coli and other common pathogens have not fallen or are actually on the increase , depending on the microbe , according to a 2013 report from the U.S. Centers for Disease Control and Prevention -LRB- CDC -RRB- .	7
slice	0	0	And even jaded New Yorkers were both disgusted and a little impressed by `` Pizza Rat , '' the plucky rodent in a recent viral YouTube clip seen dragging a large cheese slice down a subway stairwell .	32
group	0	0	CHICAGO -- On a recent afternoon at Chicago 's Dewey Elementary Academy of Fine Arts , Ladon Brumfield asked a group of 9 - and 10-year-old African-American girls to define beauty .	20
desert	0	0	ARIVACA , Ariz. -- There was a time when Maggie Milinovitch and her husband did n't agree on whether to give food and water to the weary border crossers who traversed the couple 's desert land a few miles north of the Mexico border in southern Arizona .	34
socioeconomic	1	8	The findings , described in the journal Science Advances , reveals another complexity of the effects of climate change -- both the effects it has on animal populations and the way it affects human disease , in the context of socioeconomic disparities .	40
bow-shaped	1	4	The bow-shaped board , which does n't really `` hover '' but is instead more akin to a cross between a skateboard and a Segway , flamed and popped angrily .	1
gay	0	0	SAN FRANCISCO -- A federal appeals court became the first in the nation to rule that prospective jurors may not be excluded because of their sexual orientation , a decision that expands juror protections beyond race and gender and provides legal ammunition to challenge laws that limit gay rights .	47
private	0	0	Emerging from a private meeting with President Xi Jinping that went considerably longer than scheduled , Biden appeared somber and subdued .	3
blame	0	0	Pedestrian injuries due to cellphone use are up 35 percent since 2010 , according to federal emergency room data reviewed by Stateline , and some researchers blame at least 10 percent of the 78,000 pedestrian injuries in the United States in 2012 on mobile device distraction .	26
P-4	0	0	`` We can re-create the Martians in a P-4 spacesuit lab , if necessary , '' the 67-year-old says matter-of-factly as he relaxes with his poodle , Darwin , in a luxury camper .	8
stirred	0	0	In the months after the outrage stirred by the deaths of Brown and another unarmed African-American , Eric Garner , in New York , singer D'Angelo released his first album in more than a decade , `` Black Messiah , '' which included references both glancing and startlingly direct to the chain of events between Selma and Ferguson .	6
gratitude	1	5	France 's gratitude , he said , `` will never be extinguished . ''	2
confidence	1	3	`` It does n't take very much to destroy confidence , but it takes an awful lot to build it back , '' says Ian Bright , senior economist at ING , a global bank based in Amsterdam .	9
still	0	0	Vermont approved such labeling through the legislative process , but the issue is still being fought in the courts .	13
yips	1	3	Castro is among those experienced golfers plagued by an inexplicable phenomenon known as the yips .	14
size	0	0	Philae , a mobile laboratory the size of a washing machine , landed on comet 67P deep in space .	6
Borders	0	0	`` I always had a little cabinet of curiosities in my room , and in the garage , '' Borders recalls .	19
connected	0	0	Another person connected to the case had said earlier that the union was `` ready to go once he -LSB- Brady -RSB- gives the go-ahead . ''	2
jobs	0	0	Ag-minded students are in luck : Tens of thousands of jobs open up each year in the broader agriculture field , and roughly half are filled by college grads with actual ag-related degrees , observers say .	10
cleanest	0	0	CARMEL VALLEY , Calif. -- High above the Big Sur coast , Ian Faloona is finding pollution on the edge of the continent , a place that should have some of the country 's cleanest air .	34
20-stamp	0	0	The cash-strapped U.S. Postal Service released its Harry Potter stamps last November in 20-stamp booklets , and found another hit .	13
discussed	1	4	The canal had been first discussed in the 16th century .	5
sealed	0	0	The afflicted physician , Craig Allen Spencer , was whisked into isolation , his fiancee and friends were clamped into quarantine , and his apartment was sealed and decontaminated by a biohazard crew .	26
promote	1	3	As many cities and states promote walkable neighborhoods , in part to attract more young people , some also are levying fines on distracted walkers and lowering speed limits to make streets gentler for the inattentive .	5
crowded	0	0	It could quickly become a public health disaster in a place where strangers huddle together on subway cars and pedestrians jostle for space on crowded sidewalks .	24
low-water	0	0	The Cannery project will feature drought-tolerant landscaping along its bike paths , and most of the front yards will be landscaped with low-water plants in place of grass .	22
funerary	1	6	The new evidence , published in the journal PLOS One , comes from funerary textile remnants collected from two of the earliest known Egyptian cemeteries that date to 4500 B.C. .	13
acting	0	0	Schools have dealt with students acting out in class since time immemorial .	5
autonomous	1	8	The world will see just how far robots have advanced in the subsequent years when the U.S. Defense Advanced Research Projects Agency -LRB- DARPA -RRB- hosts the final round of a robotics competition aimed at building autonomous machines that can step -- or roll -- in when disasters strike .	36
cheating	0	0	That 's why accusations of cheating -- widespread , state-sponsored doping -- drew such a harsh reaction Tuesday in Moscow .	5
member	0	0	Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out , suspension or in a `` buddy room '' alone with a school staff member until he could calm down .	33
looks	0	0	The fire starter bracelet looks like many other woven bracelets being sold online to outdoor enthusiasts .	4
adopted	0	0	Inspired by their courage , demonstrators across the South adopted their `` jail not bail '' tactic and filled jail cells .	9
stranger	0	0	`` Coleman with his jumping frog -- bet stranger $ 50 -- stranger had no frog &amp; C got him one -- in the meantime stranger filled C 's frog full of shot &amp; he could n't jump -- the stranger 's frog won . ''	8
jolted	1	7	Some of the roughly 150 passengers on the early morning Metro-North train from Poughkeepsie to Manhattan were jolted from sleep around 7:20 a.m. to screams and the frightening sensation of their compartment rolling over on a bend in the Bronx where the Hudson and Harlem rivers meet .	17
fighting	0	0	The coalition fighting against labeling has also included large grocery chains and some farmers , and some of the labeling advocates are sizable companies in their own right .	2
frustration	1	8	The space squeeze -- as airlines pack more people and profit into planes -- is only the latest frustration for travelers , already weary of security hassles and charges for checked baggage , food , in-flight entertainment and other once-free services .	18
operations	0	0	But Yurkewycz , operations director for the nonprofit Mount St. Helens Institute , was focused less on the volcano 's fiery past than its icy present .	3
high-altitude	1	3	He and other scientists at rural , high-altitude sites across the western U.S. have been documenting rising levels of ozone , which can trigger asthma attacks , worsen heart and lung disease and lead to premature deaths , even as emissions have plummeted nationwide over the last few decades .	7
newly	0	0	In a brief appearance before reporters in which he took no questions , Biden did not go into details on differences over China 's newly declared restricted flying zone .	24
briefly	0	0	Rather , they know they briefly existed because they are able to measure their decay products .	5
message	0	0	SAN JOSE , Calif. -- A popular and accomplished Los Altos High student received a parent 's text message at school last year , to come home to talk about her grades .	18
festival	0	0	It 's a spectacle that easily could be part of Burning Man , but this gathering is even more mind-blowing than anything you might find at the New Age festival .	29
notable	1	6	How about a Lottie astronomer doll complete with a telescope , tripod and fact sheet about notable women stargazers , or a fossil hunter armed with a magnifying glass , geology hammer and ammonite fossils ?	16
transpired	1	7	`` Given the way the meeting transpired , '' Ray Halbritter , an Oneida representative and leader of the `` Change the Mascot Campaign , '' said Wednesday , `` it became somewhat evident they were defending the continued use of the name .	6
feed	0	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture-perfect tail flip that humpbacks display before diving to feed .	34
birds	0	0	WASHINGTON -- Jackie Nussbaum knew her son liked playing DragonVale on the family iPad -- a colorful game with soothing music and chirping birds where kids raise adorable baby dragons .	23
determining	1	4	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20131230_CENSUS_maps.jpg" /&gt; WASHINGTON -- Population growth in Southern and Western states , led by Texas , California and Florida , accounted for more than 80 percent of new residents nationwide over the last three years , surpassing the Northeast and Midwest in the demographic contest that plays a key role in determining states ' political clout , census data released Monday show .	50
cracking	1	4	WASHINGTON -- The United States is cracking down on the sale and purchase of ivory in hopes of curbing a surge in illicit poaching that 's threatening to wipe out elephants and other species in Africa .	6
Minister	0	0	His message to the nation was broadcast 2 1/2 hours after Spanish Prime Minister Mariano Rajoy announced the king 's decision to step out . ''	12
pleaded	0	0	Frontline nations like Greece , Italy and Hungary have pleaded for more help , while powerhouse Germany , which is expecting to take in 800,000 migrants this year , the most in the EU , has demanded that other nations step up and take in more asylum-seekers .	9
climate	0	0	The expanding range of Naegleria infections could potentially be related to climate change , she adds , as the organism thrives in warmer temperatures .	11
